DateKey,ProductKey,UnitsBalance,UnitsIn,CostIn,UnitsOut,TotalOut
20050630,71,438.0,0.0,0.0,0.0,0.0
20050630,72,438.0,0.0,0.0,0.0,0.0
20050630,73,438.0,0.0,0.0,0.0,0.0
20050630,74,438.0,0.0,0.0,0.0,0.0
20050630,75,88.0,0.0,0.0,0.0,0.0
20050630,76,88.0,0.0,0.0,0.0,0.0
20050630,77,88.0,0.0,0.0,0.0,0.0
20050630,78,88.0,0.0,0.0,0.0,0.0
20050630,79,88.0,0.0,0.0,0.0,0.0
20050630,80,88.0,0.0,0.0,0.0,0.0
20050630,81,88.0,0.0,0.0,0.0,0.0
20050630,82,88.0,0.0,0.0,0.0,0.0
20050630,83,88.0,0.0,0.0,0.0,0.0
20050630,84,88.0,0.0,0.0,0.0,0.0
20050630,85,88.0,0.0,0.0,0.0,0.0
20050630,86,88.0,0.0,0.0,0.0,0.0
20050630,87,88.0,0.0,0.0,0.0,0.0
20050630,88,88.0,0.0,0.0,0.0,0.0
20050630,89,88.0,0.0,0.0,0.0,0.0
20050630,90,88.0,0.0,0.0,0.0,0.0
20050630,91,88.0,0.0,0.0,0.0,0.0
20050630,92,88.0,0.0,0.0,0.0,0.0
20050630,93,88.0,0.0,0.0,0.0,0.0
20050630,94,88.0,0.0,0.0,0.0,0.0
20050630,95,88.0,0.0,0.0,0.0,0.0
20050630,96,88.0,0.0,0.0,0.0,0.0
20050630,97,88.0,0.0,0.0,0.0,0.0
20050630,98,88.0,0.0,0.0,0.0,0.0
20050630,99,88.0,0.0,0.0,0.0,0.0
20050630,100,88.0,0.0,0.0,0.0,0.0
20050630,101,88.0,0.0,0.0,0.0,0.0
20050630,102,88.0,0.0,0.0,0.0,0.0
20050630,103,88.0,0.0,0.0,0.0,0.0
20050630,104,88.0,0.0,0.0,0.0,0.0
20050630,105,88.0,0.0,0.0,0.0,0.0
20050630,106,88.0,0.0,0.0,0.0,0.0
20050630,107,88.0,0.0,0.0,0.0,0.0
20050630,108,88.0,0.0,0.0,0.0,0.0
20050630,109,88.0,0.0,0.0,0.0,0.0
20050630,110,88.0,0.0,0.0,0.0,0.0
20050630,111,88.0,0.0,0.0,0.0,0.0
20050630,112,88.0,0.0,0.0,0.0,0.0
20050630,113,88.0,0.0,0.0,0.0,0.0
20050630,114,88.0,0.0,0.0,0.0,0.0
20050630,115,88.0,0.0,0.0,0.0,0.0
20050630,116,88.0,0.0,0.0,0.0,0.0
20050630,117,88.0,0.0,0.0,0.0,0.0
20050630,118,88.0,0.0,0.0,0.0,0.0
20070701,1,0.0,0.0,0.0,27.0,12733.2
20070701,2,0.0,0.0,0.0,32.0,15348.8
20070701,3,0.0,0.0,0.0,16.0,8209.28
20070701,6,0.0,0.0,0.0,45.0,5518.8
20070701,7,0.0,0.0,0.0,17.0,2187.39
20070701,9,0.0,0.0,0.0,24.0,3053.76
20070701,11,0.0,0.0,0.0,72.0,10239.84
20070701,12,0.0,0.0,0.0,23.0,8780.71
20070701,13,0.0,0.0,0.0,17.0,7303.37
20070701,14,0.0,0.0,0.0,45.0,17806.95
20070701,16,0.0,0.0,0.0,14.0,5765.2
20070701,17,0.0,0.0,0.0,52.0,22376.64
20070701,18,0.0,0.0,0.0,62.0,45034.32
20070701,19,0.0,0.0,0.0,43.0,30929.04
20070701,20,0.0,0.0,0.0,51.0,36624.12
20070701,21,0.0,0.0,0.0,62.0,42992.04
20070701,22,0.0,0.0,0.0,61.0,43967.58
20070701,23,0.0,0.0,0.0,38.0,25831.64
20070701,24,0.0,0.0,0.0,16.0,15959.2
20070701,25,0.0,0.0,0.0,52.0,52272.48
20070701,26,0.0,0.0,0.0,54.0,43710.84
20070701,27,0.0,0.0,0.0,37.0,31357.13
20070701,28,0.0,0.0,0.0,16.0,14747.84
20070701,29,0.0,0.0,0.0,48.0,20294.88
20070701,30,0.0,0.0,0.0,50.0,24473.0
20070701,31,0.0,0.0,0.0,38.0,20397.64
20070701,32,0.0,0.0,0.0,15.0,6690.6
20070701,33,0.0,0.0,0.0,61.0,25261.93
20070701,34,0.0,0.0,0.0,43.0,9926.12
20070701,35,0.0,0.0,0.0,23.0,5951.48
20070701,37,0.0,0.0,0.0,81.0,15096.78
20070701,38,0.0,0.0,0.0,44.0,10262.12
20070701,40,0.0,0.0,0.0,34.0,18394.0
20070701,41,0.0,0.0,0.0,20.0,11413.2
20070701,43,0.0,0.0,0.0,29.0,8916.34
20070701,44,0.0,0.0,0.0,38.0,4333.52
20070701,45,0.0,0.0,0.0,14.0,4548.18
20070701,46,0.0,0.0,0.0,16.0,5582.4
20070701,47,0.0,0.0,0.0,24.0,7724.64
20070701,48,0.0,0.0,0.0,12.0,3888.72
20070701,49,0.0,0.0,0.0,18.0,5185.98
20070701,50,0.0,0.0,0.0,57.0,17578.8
20070701,51,0.0,0.0,0.0,43.0,14406.29
20070701,52,0.0,0.0,0.0,24.0,2499.36
20070701,53,0.0,0.0,0.0,19.0,2352.77
20070701,55,0.0,0.0,0.0,1.0,101.98
20070701,56,0.0,0.0,0.0,25.0,2701.25
20070701,57,0.0,0.0,0.0,15.0,1532.55
20070701,59,0.0,0.0,0.0,5.0,597.4
20070701,60,0.0,0.0,0.0,2.0,210.74
20070701,61,0.0,0.0,0.0,94.0,10881.44
20070701,62,0.0,0.0,0.0,53.0,6354.17
20070701,63,0.0,0.0,0.0,31.0,3783.24
20070701,64,0.0,0.0,0.0,56.0,4429.04
20070701,65,0.0,0.0,0.0,29.0,2854.76
20070701,66,0.0,0.0,0.0,7.0,638.19
20070701,67,0.0,0.0,0.0,44.0,3415.72
20070701,68,0.0,0.0,0.0,38.0,2631.5
20070701,69,0.0,0.0,0.0,63.0,4870.53
20070701,70,0.0,0.0,0.0,33.0,3036.66
20070701,71,0.0,0.0,0.0,2.0,242.52
20070701,72,0.0,0.0,0.0,1.0,207.8
20070701,73,0.0,0.0,0.0,1.0,129.7
20070701,74,0.0,0.0,0.0,33.0,2955.15
20070701,75,0.0,0.0,0.0,45.0,17522.55
20070701,76,0.0,0.0,0.0,82.0,38726.96
20070701,77,0.0,0.0,0.0,32.0,20044.16
20070701,78,0.0,0.0,0.0,6.0,3723.06
20070701,79,0.0,0.0,0.0,55.0,25939.65
20070701,80,0.0,0.0,0.0,34.0,5836.1
20070701,81,0.0,0.0,0.0,25.0,4669.25
20070701,82,0.0,0.0,0.0,9.0,1765.98
20070701,83,0.0,0.0,0.0,56.0,9950.08
20070701,84,0.0,0.0,0.0,33.0,5995.11
20070701,85,0.0,0.0,0.0,33.0,5558.52
20070701,86,0.0,0.0,0.0,17.0,2909.38
20070701,87,0.0,0.0,0.0,50.0,8392.5
20070701,88,0.0,0.0,0.0,58.0,46915.62
20070701,89,0.0,0.0,0.0,28.0,19058.2
20070701,90,0.0,0.0,0.0,13.0,9491.04
20070701,91,0.0,0.0,0.0,57.0,42049.47
20070701,92,0.0,0.0,0.0,29.0,11699.76
20070701,93,0.0,0.0,0.0,7.0,2752.12
20070701,94,0.0,0.0,0.0,58.0,21707.66
20070701,95,0.0,0.0,0.0,112.0,78068.48
20070701,96,0.0,0.0,0.0,74.0,38267.62
20070701,97,0.0,0.0,0.0,23.0,15697.73
20070701,98,0.0,0.0,0.0,128.0,79680.0
20070701,99,0.0,0.0,0.0,44.0,11225.72
20070701,100,0.0,0.0,0.0,20.0,3760.8
20070701,101,0.0,0.0,0.0,62.0,9792.9
20070701,102,0.0,0.0,0.0,24.0,7595.76
20070701,103,0.0,0.0,0.0,31.0,8333.73
20070701,104,0.0,0.0,0.0,20.0,6329.2
20070701,105,0.0,0.0,0.0,20.0,5872.6
20070701,106,0.0,0.0,0.0,36.0,2731.68
20070701,107,0.0,0.0,0.0,34.0,2190.96
20070701,108,0.0,0.0,0.0,24.0,1928.88
20070701,109,0.0,0.0,0.0,24.0,1871.28
20070701,110,0.0,0.0,0.0,42.0,2608.62
20070701,111,0.0,0.0,0.0,21.0,4197.48
20070701,112,0.0,0.0,0.0,24.0,3811.44
20070701,113,0.0,0.0,0.0,19.0,3924.45
20070701,114,0.0,0.0,0.0,38.0,6586.92
20070701,115,0.0,0.0,0.0,10.0,2143.0
20070701,116,0.0,0.0,0.0,12.0,2562.36
20070701,117,0.0,0.0,0.0,118.0,22298.46
20070701,118,0.0,0.0,0.0,97.0,21186.74
20070702,11,0.0,94.0,13335.78,0.0,0.0
20070702,18,0.0,68.0,49353.04,0.0,0.0
20070702,19,0.0,49.0,35104.09,0.0,0.0
20070702,20,0.0,53.0,37873.8,1.0,714.6
20070702,21,0.0,69.0,47836.32,0.0,0.0
20070702,22,0.0,70.0,50550.5,0.0,0.0
20070702,23,0.0,49.0,33169.57,5.0,3384.65
20070702,24,0.0,15.0,14933.4,0.0,0.0
20070702,25,0.0,40.0,40326.0,0.0,0.0
20070702,26,0.0,52.0,41886.0,1.0,805.5
20070702,27,0.0,38.0,32269.22,0.0,0.0
20070702,28,0.0,9.0,8312.22,0.0,0.0
20070702,29,0.0,49.0,20771.59,0.0,0.0
20070702,30,0.0,59.0,28886.99,0.0,0.0
20070702,31,0.0,27.0,14562.45,0.0,0.0
20070702,32,0.0,16.0,7113.92,0.0,0.0
20070702,33,0.0,50.0,20779.0,1.0,415.58
20070702,37,0.0,86.0,15981.38,0.0,0.0
20070702,61,0.0,118.0,13672.66,0.0,0.0
20070702,75,0.0,57.0,22239.69,0.0,0.0
20070702,76,0.0,73.0,34500.53,0.0,0.0
20070702,77,0.0,36.0,22635.36,0.0,0.0
20070702,79,0.0,45.0,21250.8,0.0,0.0
20070702,80,0.0,38.0,6551.96,0.0,0.0
20070702,81,0.0,32.0,6002.88,0.0,0.0
20070702,83,0.0,59.0,10528.55,0.0,0.0
20070702,84,0.0,43.0,7807.94,0.0,0.0
20070702,85,0.0,33.0,5574.69,0.0,0.0
20070702,86,0.0,17.0,2903.26,0.0,0.0
20070702,87,0.0,58.0,9763.72,0.0,0.0
20070702,88,0.0,70.0,56859.6,1.0,812.28
20070702,89,0.0,27.0,18427.23,0.0,0.0
20070702,91,0.0,69.0,51064.83,0.0,0.0
20070702,92,0.0,31.0,12564.3,0.0,0.0
20070702,93,0.0,0.0,0.0,1.0,393.24
20070702,94,0.0,56.0,21053.76,0.0,0.0
20070702,95,0.0,113.0,78380.19,1.0,693.63
20070702,96,0.0,63.0,32536.35,0.0,0.0
20070702,97,0.0,24.0,16368.72,0.0,0.0
20070702,98,0.0,119.0,73981.11,0.0,0.0
20070702,99,0.0,40.0,10193.2,0.0,0.0
20070702,100,0.0,14.0,2641.8,0.0,0.0
20070702,101,0.0,51.0,8094.72,0.0,0.0
20070702,102,0.0,27.0,8532.54,0.0,0.0
20070702,103,0.0,19.0,5108.34,1.0,268.86
20070702,104,0.0,8.0,2529.12,0.0,0.0
20070702,105,0.0,21.0,6166.86,0.0,0.0
20070702,106,0.0,36.0,2741.76,0.0,0.0
20070702,107,0.0,31.0,2004.46,0.0,0.0
20070702,108,0.0,26.0,2095.08,0.0,0.0
20070702,109,0.0,29.0,2261.13,0.0,0.0
20070702,110,0.0,51.0,3175.26,0.0,0.0
20070702,111,0.0,22.0,4390.32,0.0,0.0
20070702,112,0.0,17.0,2687.36,0.0,0.0
20070702,113,0.0,31.0,6396.54,0.0,0.0
20070702,114,0.0,43.0,7438.57,0.0,0.0
20070702,116,0.0,0.0,0.0,1.0,213.51
20070702,117,0.0,113.0,21263.21,0.0,0.0
20070702,118,0.0,93.0,20251.68,1.0,217.76
20070703,18,0.0,0.0,0.0,1.0,728.54
20070703,19,0.0,0.0,0.0,2.0,1427.52
20070703,20,0.0,0.0,0.0,1.0,711.95
20070703,22,0.0,0.0,0.0,3.0,2167.77
20070703,24,0.0,0.0,0.0,2.0,1987.14
20070703,25,0.0,0.0,0.0,1.0,1006.34
20070703,30,0.0,0.0,0.0,1.0,490.68
20070703,33,0.0,0.0,0.0,1.0,417.12
20070703,75,0.0,0.0,0.0,1.0,391.3
20070703,80,0.0,0.0,0.0,1.0,172.7
20070703,91,0.0,0.0,0.0,1.0,738.15
20070703,92,0.0,0.0,0.0,1.0,404.94
20070703,99,0.0,0.0,0.0,1.0,255.72
20070703,108,0.0,0.0,0.0,1.0,80.99
20070703,111,0.0,0.0,0.0,1.0,199.46
20070703,116,0.0,0.0,0.0,1.0,213.36
20070703,117,0.0,0.0,0.0,1.0,189.09
20070704,18,0.0,0.0,0.0,2.0,1450.22
20070704,19,0.0,0.0,0.0,1.0,715.47
20070704,20,0.0,0.0,0.0,1.0,710.24
20070704,21,0.0,0.0,0.0,3.0,2066.37
20070704,22,0.0,0.0,0.0,1.0,725.55
20070704,23,0.0,0.0,0.0,1.0,676.12
20070704,27,0.0,0.0,0.0,2.0,1705.68
20070704,28,0.0,0.0,0.0,1.0,915.93
20070704,32,0.0,0.0,0.0,1.0,440.93
20070704,77,0.0,0.0,0.0,2.0,1261.8
20070704,86,0.0,0.0,0.0,1.0,170.86
20070704,89,0.0,0.0,0.0,1.0,681.26
20070704,96,0.0,0.0,0.0,1.0,517.84
20070704,98,0.0,0.0,0.0,1.0,624.99
20070704,99,0.0,0.0,0.0,1.0,254.49
20070704,116,0.0,21.0,4484.97,1.0,213.57
20070704,117,0.0,0.0,0.0,1.0,189.98
20070704,118,0.0,0.0,0.0,1.0,218.22
20070705,18,0.0,0.0,0.0,1.0,724.1
20070705,22,0.0,0.0,0.0,1.0,728.67
20070705,23,0.0,0.0,0.0,1.0,675.3
20070705,24,0.0,0.0,0.0,1.0,993.06
20070705,25,0.0,0.0,0.0,1.0,1004.61
20070705,26,0.0,0.0,0.0,1.0,813.82
20070705,27,0.0,0.0,0.0,2.0,1710.12
20070705,29,0.0,0.0,0.0,1.0,423.57
20070705,31,0.0,0.0,0.0,2.0,1082.26
20070705,88,0.0,0.0,0.0,1.0,804.19
20070705,90,0.0,0.0,0.0,1.0,727.02
20070705,93,0.0,0.0,0.0,1.0,390.89
20070705,107,0.0,0.0,0.0,1.0,64.12
20070706,21,0.0,0.0,0.0,1.0,690.58
20070706,22,0.0,0.0,0.0,1.0,726.7
20070706,23,0.0,0.0,0.0,2.0,1345.88
20070706,25,0.0,15.0,15009.0,0.0,0.0
20070706,79,0.0,0.0,0.0,1.0,471.34
20070706,90,0.0,9.0,6567.39,0.0,0.0
20070706,103,0.0,0.0,0.0,1.0,266.63
20070707,21,0.0,0.0,0.0,3.0,2070.48
20070707,22,0.0,0.0,0.0,1.0,723.58
20070707,23,0.0,0.0,0.0,1.0,674.69
20070707,24,0.0,0.0,0.0,2.0,1977.38
20070707,25,0.0,0.0,0.0,1.0,1003.1
20070707,26,0.0,0.0,0.0,1.0,811.95
20070707,27,0.0,0.0,0.0,1.0,855.48
20070707,31,0.0,0.0,0.0,1.0,541.45
20070707,80,0.0,0.0,0.0,1.0,172.19
20070707,84,0.0,0.0,0.0,1.0,180.64
20070707,96,0.0,0.0,0.0,1.0,516.39
20070707,97,0.0,0.0,0.0,2.0,1381.62
20070707,103,0.0,20.0,5338.4,0.0,0.0
20070707,116,0.0,0.0,0.0,1.0,213.87
20070708,18,0.0,0.0,0.0,2.0,1439.52
20070708,19,0.0,0.0,0.0,1.0,717.18
20070708,20,0.0,0.0,0.0,2.0,1422.18
20070708,21,0.0,0.0,0.0,1.0,688.23
20070708,23,0.0,0.0,0.0,1.0,671.65
20070708,25,0.0,0.0,0.0,1.0,1006.51
20070708,29,0.0,0.0,0.0,1.0,422.85
20070708,31,0.0,20.0,10851.8,0.0,0.0
20070708,88,0.0,0.0,0.0,1.0,802.01
20070708,89,0.0,0.0,0.0,1.0,678.6
20070708,103,0.0,0.0,0.0,1.0,266.02
20070708,106,0.0,0.0,0.0,1.0,76.47
20070708,117,0.0,0.0,0.0,1.0,189.17
20070708,118,0.0,0.0,0.0,1.0,218.56
20070709,18,0.0,0.0,0.0,2.0,1438.08
20070709,19,0.0,0.0,0.0,2.0,1436.66
20070709,22,0.0,0.0,0.0,1.0,723.43
20070709,26,0.0,0.0,0.0,1.0,811.93
20070709,29,0.0,0.0,0.0,1.0,422.09
20070709,32,0.0,0.0,0.0,1.0,443.13
20070709,76,0.0,0.0,0.0,1.0,466.03
20070709,79,0.0,0.0,0.0,1.0,471.86
20070709,89,0.0,0.0,0.0,1.0,681.52
20070709,93,0.0,0.0,0.0,1.0,390.85
20070709,95,0.0,0.0,0.0,2.0,1401.56
20070709,102,0.0,0.0,0.0,1.0,318.13
20070709,107,0.0,0.0,0.0,1.0,64.52
20070709,113,0.0,0.0,0.0,1.0,205.41
20070709,114,0.0,0.0,0.0,1.0,171.57
20070709,116,0.0,0.0,0.0,1.0,212.91
20070709,117,0.0,0.0,0.0,1.0,189.34
20070709,118,0.0,0.0,0.0,1.0,218.4
20070710,18,0.0,0.0,0.0,3.0,2164.23
20070710,25,0.0,0.0,0.0,1.0,1004.69
20070710,26,0.0,0.0,0.0,1.0,810.31
20070710,29,0.0,0.0,0.0,1.0,420.52
20070710,31,0.0,0.0,0.0,1.0,547.16
20070710,79,0.0,0.0,0.0,1.0,470.06
20070710,86,0.0,0.0,0.0,2.0,348.48
20070710,93,0.0,0.0,0.0,1.0,391.51
20070710,116,0.0,0.0,0.0,3.0,636.54
20070710,117,0.0,0.0,0.0,1.0,188.94
20070711,19,0.0,0.0,0.0,1.0,718.1
20070711,21,0.0,0.0,0.0,2.0,1385.84
20070711,22,0.0,0.0,0.0,3.0,2164.41
20070711,23,0.0,0.0,0.0,3.0,2031.93
20070711,26,0.0,0.0,0.0,2.0,1624.34
20070711,27,0.0,0.0,0.0,2.0,1719.68
20070711,28,0.0,0.0,0.0,1.0,910.34
20070711,29,0.0,0.0,0.0,2.0,838.86
20070711,30,0.0,0.0,0.0,1.0,495.5
20070711,94,0.0,0.0,0.0,2.0,742.7
20070711,96,0.0,0.0,0.0,1.0,517.99
20070711,99,0.0,0.0,0.0,1.0,254.89
20070711,104,0.0,0.0,0.0,1.0,315.65
20070711,118,0.0,0.0,0.0,1.0,218.69
20070712,20,0.0,0.0,0.0,1.0,713.21
20070712,21,0.0,0.0,0.0,1.0,695.62
20070712,24,0.0,0.0,0.0,1.0,980.7
20070712,26,0.0,0.0,0.0,1.0,812.26
20070712,33,0.0,0.0,0.0,1.0,416.22
20070712,88,0.0,0.0,0.0,1.0,797.68
20070712,90,0.0,0.0,0.0,1.0,720.83
20070712,96,0.0,14.0,7238.14,1.0,517.01
20070712,98,0.0,0.0,0.0,1.0,613.69
20070712,99,0.0,0.0,0.0,1.0,255.07
20070712,105,0.0,0.0,0.0,1.0,294.82
20070712,111,0.0,0.0,0.0,1.0,200.19
20070712,116,0.0,0.0,0.0,1.0,212.25
20070712,117,0.0,0.0,0.0,1.0,189.2
20070712,118,0.0,0.0,0.0,1.0,218.51
20070713,18,0.0,0.0,0.0,1.0,717.81
20070713,19,0.0,0.0,0.0,2.0,1445.98
20070713,21,0.0,0.0,0.0,1.0,698.89
20070713,22,0.0,0.0,0.0,2.0,1445.68
20070713,23,0.0,0.0,0.0,1.0,683.01
20070713,24,0.0,0.0,0.0,2.0,1967.88
20070713,28,0.0,0.0,0.0,1.0,907.97
20070713,30,0.0,0.0,0.0,1.0,495.64
20070713,33,0.0,10.0,4180.9,0.0,0.0
20070713,94,0.0,0.0,0.0,1.0,370.23
20070713,99,0.0,0.0,0.0,1.0,255.56
20070713,101,0.0,0.0,0.0,1.0,160.52
20070713,102,0.0,0.0,0.0,1.0,317.78
20070713,106,0.0,0.0,0.0,1.0,76.86
20070713,112,0.0,0.0,0.0,1.0,157.82
20070714,18,0.0,0.0,0.0,1.0,717.59
20070714,19,0.0,0.0,0.0,1.0,725.66
20070714,21,0.0,0.0,0.0,1.0,697.35
20070714,24,0.0,0.0,0.0,1.0,985.71
20070714,25,0.0,0.0,0.0,2.0,2022.24
20070714,26,0.0,0.0,0.0,1.0,816.56
20070714,28,0.0,0.0,0.0,1.0,908.88
20070714,33,0.0,0.0,0.0,1.0,416.17
20070714,80,0.0,0.0,0.0,1.0,173.9
20070714,81,0.0,0.0,0.0,1.0,187.81
20070714,88,0.0,0.0,0.0,1.0,796.24
20070714,99,0.0,0.0,0.0,2.0,509.78
20070714,103,0.0,0.0,0.0,1.0,266.19
20070714,117,0.0,0.0,0.0,1.0,188.09
20070715,18,0.0,0.0,0.0,1.0,715.65
20070715,19,0.0,0.0,0.0,1.0,725.23
20070715,22,0.0,0.0,0.0,1.0,718.51
20070715,23,0.0,0.0,0.0,3.0,2059.5
20070715,24,0.0,0.0,0.0,1.0,984.13
20070715,26,0.0,0.0,0.0,1.0,818.77
20070715,28,0.0,0.0,0.0,1.0,910.88
20070715,30,0.0,0.0,0.0,1.0,496.58
20070715,76,0.0,0.0,0.0,1.0,465.64
20070715,99,0.0,0.0,0.0,1.0,255.73
20070715,100,0.0,0.0,0.0,1.0,188.45
20070715,104,0.0,0.0,0.0,1.0,317.61
20070715,107,0.0,0.0,0.0,1.0,64.25
20070715,113,0.0,0.0,0.0,1.0,205.36
20070715,115,0.0,0.0,0.0,1.0,213.81
20070715,116,0.0,0.0,0.0,1.0,211.93
20070715,118,0.0,0.0,0.0,1.0,219.8
20070716,18,0.0,0.0,0.0,1.0,717.01
20070716,20,0.0,0.0,0.0,1.0,717.27
20070716,22,0.0,0.0,0.0,2.0,1440.9
20070716,23,0.0,0.0,0.0,1.0,683.82
20070716,27,0.0,0.0,0.0,2.0,1730.52
20070716,29,0.0,0.0,0.0,1.0,417.54
20070716,81,0.0,0.0,0.0,1.0,187.75
20070716,91,0.0,0.0,0.0,1.0,738.78
20070716,93,0.0,0.0,0.0,1.0,393.04
20070716,104,0.0,25.0,7931.5,0.0,0.0
20070716,116,0.0,0.0,0.0,1.0,212.9
20070716,117,0.0,0.0,0.0,2.0,375.24
20070717,18,0.0,0.0,0.0,3.0,2150.61
20070717,20,0.0,0.0,0.0,2.0,1432.1
20070717,23,0.0,0.0,0.0,1.0,686.69
20070717,25,0.0,0.0,0.0,1.0,1014.05
20070717,27,0.0,0.0,0.0,1.0,868.72
20070717,30,0.0,0.0,0.0,1.0,494.5
20070717,31,0.0,0.0,0.0,1.0,551.59
20070717,75,0.0,0.0,0.0,1.0,395.69
20070717,89,0.0,0.0,0.0,1.0,686.69
20070717,94,0.0,0.0,0.0,1.0,371.89
20070717,97,0.0,0.0,0.0,1.0,691.54
20070717,117,0.0,21.0,3930.15,1.0,187.15
20070717,118,0.0,0.0,0.0,1.0,219.99
20070718,21,0.0,0.0,0.0,1.0,699.86
20070718,27,0.0,0.0,0.0,1.0,872.28
20070718,28,0.0,0.0,0.0,1.0,911.68
20070718,29,0.0,0.0,0.0,1.0,418.54
20070718,79,0.0,0.0,0.0,1.0,466.31
20070718,95,0.0,0.0,0.0,2.0,1408.66
20070718,97,0.0,0.0,0.0,1.0,690.3
20070718,101,0.0,0.0,0.0,1.0,161.19
20070719,21,0.0,0.0,0.0,1.0,702.31
20070719,23,0.0,0.0,0.0,1.0,686.97
20070719,32,0.0,0.0,0.0,1.0,441.77
20070719,75,0.0,0.0,0.0,1.0,393.95
20070719,76,0.0,0.0,0.0,1.0,469.94
20070719,79,0.0,5.0,2334.35,0.0,0.0
20070719,96,0.0,0.0,0.0,2.0,1042.7
20070719,98,0.0,0.0,0.0,1.0,612.33
20070719,99,0.0,0.0,0.0,1.0,258.17
20070719,116,0.0,0.0,0.0,1.0,213.66
20070719,117,0.0,0.0,0.0,2.0,375.8
20070719,118,0.0,0.0,0.0,1.0,220.08
20070720,18,0.0,0.0,0.0,2.0,1429.0
20070720,21,0.0,0.0,0.0,3.0,2100.18
20070720,23,0.0,0.0,0.0,1.0,683.81
20070720,24,0.0,0.0,0.0,3.0,2944.68
20070720,25,0.0,0.0,0.0,2.0,2022.42
20070720,27,0.0,0.0,0.0,1.0,868.88
20070720,31,0.0,0.0,0.0,1.0,555.34
20070720,32,0.0,0.0,0.0,1.0,441.24
20070720,33,0.0,0.0,0.0,1.0,412.27
20070720,89,0.0,0.0,0.0,1.0,680.12
