DateKey,ProductAlternateKey,UnitCost,UnitsOut,InventoryOutValue
20070720,BK-M68B-46,683.81,1,683.81
20070720,BK-M68S-38,714.5,2,1429.0
20070720,BK-R19B-44,214.33,1,214.33
20070720,BK-R19B-52,220.96,1,220.96
20070720,BK-R64Y-42,555.34,1,555.34
20070720,BK-R64Y-44,441.24,1,441.24
20070720,BK-R64Y-48,412.27,1,412.27
20070720,BK-R79Y-40,698.57,1,698.57
20070720,BK-R79Y-44,688.85,1,688.85
20070720,BK-R89B-44,1011.21,2,2022.42
20070720,BK-R89B-52,868.88,1,868.88
20070720,BK-R89R-58,981.56,3,2944.68
20070720,BK-T18U-44,188.42,1,188.42
20070720,BK-T44U-46,411.6,1,411.6
20070720,BK-T79U-50,680.12,1,680.12
20070721,BK-M18B-40,198.07,1,198.07
20070721,BK-M38S-38,313.01,1,313.01
20070721,BK-M38S-46,298.31,1,298.31
20070721,BK-M68B-46,685.31,1,685.31
20070721,BK-R19B-48,186.51,1,186.51
20070721,BK-R19B-52,222.02,1,222.02
20070721,BK-R79Y-40,695.29,1,695.29
20070721,BK-T18U-44,189.14,1,189.14
20070721,BK-T79U-54,720.87,1,720.87
20070722,BK-M18S-40,76.58,1,76.58
20070722,BK-M38S-46,299.44,1,299.44
20070722,BK-M68S-38,710.08,4,2840.32
20070722,BK-R19B-44,214.24,1,214.24
20070722,BK-R19B-58,258.37,1,258.37
20070722,BK-R64Y-40,493.5,1,493.5
20070722,BK-R64Y-48,411.07,1,411.07
20070722,BK-R79Y-44,687.33,1,687.33
20070722,BK-R89B-44,1017.08,2,2034.16
20070722,BK-R89B-52,867.74,1,867.74
20070722,BK-R89B-58,915.67,1,915.67
20070722,BK-T18U-58,185.57,1,185.57
20070722,BK-T79U-50,679.97,1,679.97
20070723,BK-M68B-46,685.23,1,685.23
20070723,BK-M68S-38,712.7,2,1425.4
20070723,BK-R19B-48,186.37,1,186.37
20070723,BK-R64Y-40,493.15,1,493.15
20070723,BK-R64Y-42,556.72,1,556.72
20070723,BK-R64Y-44,440.35,2,880.7
20070723,BK-R79Y-40,694.44,2,1388.88
20070723,BK-R89B-48,824.5,2,1649.0
20070723,BK-R89B-52,867.39,1,867.39
20070723,BK-R89B-58,917.23,1,917.23
20070723,BK-T79U-60,740.59,1,740.59
20070724,BK-M18B-44,203.51,1,203.51
20070724,BK-M18S-52,62.76,1,62.76
20070724,BK-M38S-42,315.39,1,315.39
20070724,BK-M68B-38,704.32,1,704.32
20070724,BK-M68B-42,714.05,1,714.05
20070724,BK-M68B-46,682.83,1,682.83
20070724,BK-M68S-38,715.62,2,1431.24
20070724,BK-M68S-42,727.37,2,1454.74
20070724,BK-M68S-46,710.04,1,710.04
20070724,BK-R19B-44,213.51,1,213.51
20070724,BK-R19B-48,186.45,1,186.45
20070724,BK-R19B-52,222.46,1,222.46
20070724,BK-R19B-58,260.52,2,521.04
20070724,BK-R64Y-44,442.55,1,442.55
20070724,BK-R64Y-48,411.36,1,411.36
20070724,BK-R89B-44,1014.24,2,2028.48
20070724,BK-R89B-48,826.73,1,826.73
20070724,BK-R89R-58,974.5,3,2923.5
20070724,BK-T18U-50,162.4,1,162.4
20070724,BK-T18Y-62,171.53,1,171.53
20070724,BK-T44U-60,397.74,1,397.74
20070724,BK-T79U-60,740.67,1,740.67
20070725,BK-M68B-38,706.29,1,706.29
20070725,BK-M68B-42,714.12,1,714.12
20070725,BK-M68B-46,682.22,1,682.22
20070725,BK-M68S-42,730.79,1,730.79
20070725,BK-M68S-46,708.34,1,708.34
20070725,BK-R19B-44,214.41,2,428.82
20070725,BK-R19B-48,186.8,1,186.8
20070725,BK-R19B-52,222.4,1,222.4
20070725,BK-R19B-58,260.91,1,260.91
20070725,BK-R64Y-38,416.86,1,416.86
20070725,BK-R89B-48,825.98,1,825.98
20070725,BK-R89B-52,869.99,2,1739.98
20070725,BK-T44U-60,395.87,1,395.87
20070726,BK-M68B-38,707.28,3,2121.84
20070726,BK-M68S-38,721.58,1,721.58
20070726,BK-M68S-42,727.21,3,2181.63
20070726,BK-M68S-46,707.42,1,707.42
20070726,BK-R19B-44,215.14,1,215.14
20070726,BK-R19B-58,260.91,1,260.91
20070726,BK-R89B-44,1009.88,1,1009.88
20070726,BK-R89B-48,823.42,1,823.42
20070726,BK-R89B-52,867.38,1,867.38
20070726,BK-T44U-54,373.22,1,373.22
20070726,BK-T44U-60,394.28,1,394.28
20070726,BK-T79U-54,732.11,1,732.11
20070726,BK-T79U-60,741.63,1,741.63
20070726,BK-T79Y-50,626.08,1,626.08
20070727,BK-M38S-38,311.44,1,311.44
20070727,BK-M38S-46,302.29,1,302.29
20070727,BK-M68B-46,680.71,1,680.71
20070727,BK-M68S-42,730.12,2,1460.24
20070727,BK-R19B-44,215.35,1,215.35
20070727,BK-R19B-48,186.76,1,186.76
20070727,BK-R19B-52,222.24,1,222.24
20070727,BK-R19B-58,259.76,1,259.76
20070727,BK-R79Y-40,696.59,1,696.59
20070727,BK-R79Y-44,688.4,1,688.4
20070727,BK-R79Y-48,614.95,1,614.95
20070727,BK-T18U-50,160.75,2,321.5
20070727,BK-T79Y-54,627.44,1,627.44
20070728,BK-M18B-42,160.59,1,160.59
20070728,BK-M18S-44,79.21,2,158.42
20070728,BK-M38S-46,301.36,1,301.36
20070728,BK-M68S-42,730.19,1,730.19
20070728,BK-R19B-58,258.86,1,258.86
20070728,BK-R64Y-38,419.36,2,838.72
20070728,BK-R64Y-40,485.26,1,485.26
20070728,BK-R64Y-42,560.62,1,560.62
20070728,BK-R79Y-48,614.64,2,1229.28
20070728,BK-R89B-52,867.54,1,867.54
20070728,BK-R89R-58,982.29,1,982.29
20070728,BK-T18U-54,174.19,1,174.19
20070728,BK-T79Y-54,625.49,1,625.49
20070729,BK-M18S-48,77.26,1,77.26
20070729,BK-M38S-40,267.48,1,267.48
20070729,BK-M38S-46,302.5,2,605.0
20070729,BK-M68B-38,712.53,3,2137.59
20070729,BK-M68B-42,715.32,1,715.32
20070729,BK-M68B-46,680.71,2,1361.42
20070729,BK-M68S-38,721.93,1,721.93
20070729,BK-M68S-42,733.48,1,733.48
20070729,BK-M68S-46,704.45,1,704.45
20070729,BK-R19B-48,186.88,1,186.88
20070729,BK-R19B-52,222.55,1,222.55
20070729,BK-R64Y-42,559.05,1,559.05
20070729,BK-R79Y-42,516.2,1,516.2
20070729,BK-R89B-44,1007.95,2,2015.9
20070729,BK-R89B-52,865.64,1,865.64
20070729,BK-R89B-58,920.32,1,920.32
20070729,BK-T18Y-62,171.6,1,171.6
20070729,BK-T79Y-46,464.68,1,464.68
20070729,BK-T79Y-50,627.32,1,627.32
20070729,BK-T79Y-60,473.14,1,473.14
20070730,BK-M38S-38,312.47,1,312.47
20070730,BK-M68S-38,723.23,3,2169.69
20070730,BK-M68S-46,705.08,1,705.08
20070730,BK-R19B-44,215.39,1,215.39
20070730,BK-R19B-48,186.84,1,186.84
20070730,BK-R79Y-44,692.13,1,692.13
20070730,BK-R89B-44,1003.01,1,1003.01
20070730,BK-R89B-58,921.79,1,921.79
20070730,BK-T18Y-62,171.62,1,171.62
20070730,BK-T79Y-46,463.24,1,463.24
20070731,BK-M18B-44,205.24,1,205.24
20070731,BK-M68B-38,710.96,2,1421.92
20070731,BK-M68B-42,714.66,1,714.66
20070731,BK-M68B-46,682.34,1,682.34
20070731,BK-M68S-42,736.63,1,736.63
20070731,BK-M68S-46,702.9,1,702.9
20070731,BK-R19B-58,257.97,1,257.97
20070731,BK-R64Y-44,441.96,1,441.96
20070731,BK-R89B-44,1001.11,3,3003.33
20070731,BK-R89B-58,925.29,1,925.29
20070731,BK-T18U-44,187.42,1,187.42
20070731,BK-T18U-54,175.36,1,175.36
20070731,BK-T44U-46,410.05,1,410.05
20070731,BK-T44U-60,392.55,1,392.55
20070731,BK-T79U-54,735.24,1,735.24
20070801,BK-M18B-40,200.49,16,3207.84
20070801,BK-M18B-42,160.03,46,7361.38
20070801,BK-M18B-44,205.3,54,11086.2
20070801,BK-M18B-48,168.58,53,8934.74
20070801,BK-M18B-52,211.71,30,6351.3
20070801,BK-M18S-40,76.9,53,4075.7000000000003
20070801,BK-M18S-42,64.65,47,3038.55
20070801,BK-M18S-44,79.79,41,3271.3900000000003
20070801,BK-M18S-48,76.36,49,3741.64
20070801,BK-M18S-52,62.29,48,2989.92
20070801,BK-M38S-38,312.3,20,6246.0
20070801,BK-M38S-40,267.1,67,17895.7
20070801,BK-M38S-42,316.42,17,5379.14
20070801,BK-M38S-46,303.65,24,7287.599999999999
20070801,BK-M68B-38,710.82,153,108755.46
20070801,BK-M68B-42,713.59,94,67077.46
20070801,BK-M68B-46,680.71,69,46968.990000000005
20070801,BK-M68S-38,719.83,82,59026.060000000005
20070801,BK-M68S-42,738.77,96,70921.92
20070801,BK-M68S-46,704.51,84,59178.84
20070801,BK-R19B-44,215.76,43,9277.68
20070801,BK-R19B-48,186.71,138,25765.98
20070801,BK-R19B-52,221.53,103,22817.59
20070801,BK-R19B-58,257.95,72,18572.399999999998
20070801,BK-R64Y-38,420.95,67,28203.649999999998
20070801,BK-R64Y-40,486.72,70,34070.4
20070801,BK-R64Y-42,561.29,58,32554.82
20070801,BK-R64Y-44,443.06,42,18608.52
20070801,BK-R64Y-48,411.59,67,27576.53
20070801,BK-R79Y-40,698.32,139,97066.48000000001
20070801,BK-R79Y-42,516.91,66,34116.06
20070801,BK-R79Y-44,691.77,48,33204.96
20070801,BK-R79Y-48,611.44,140,85601.6
20070801,BK-R89B-44,998.41,74,73882.34
20070801,BK-R89B-48,822.84,61,50193.240000000005
20070801,BK-R89B-52,867.79,55,47728.45
20070801,BK-R89B-58,923.54,42,38788.68
20070801,BK-R89R-58,992.84,39,38720.76
20070801,BK-T18U-44,186.65,20,3733.0
20070801,BK-T18U-50,161.44,67,10816.48
20070801,BK-T18U-54,175.04,71,12427.84
20070801,BK-T18U-58,181.93,41,7459.13
20070801,BK-T18U-62,203.18,9,1828.6200000000001
20070801,BK-T18Y-44,177.2,85,15061.999999999998
20070801,BK-T18Y-50,178.96,69,12348.24
20070801,BK-T18Y-54,169.4,31,5251.400000000001
20070801,BK-T18Y-58,172.28,31,5340.68
20070801,BK-T18Y-62,170.24,101,17194.24
20070801,BK-T44U-46,411.41,53,21804.73
20070801,BK-T44U-50,395.3,13,5138.900000000001
20070801,BK-T44U-54,378.47,120,45416.4
20070801,BK-T44U-60,393.41,62,24391.420000000002
20070801,BK-T79U-46,811.76,97,78740.72
20070801,BK-T79U-50,667.89,63,42077.07
20070801,BK-T79U-54,737.52,34,25075.68
20070801,BK-T79U-60,737.55,133,98094.15
20070801,BK-T79Y-46,461.94,66,30488.04
20070801,BK-T79Y-50,632.55,50,31627.499999999996
20070801,BK-T79Y-54,627.99,30,18839.7
20070801,BK-T79Y-60,471.05,140,65947.0
20070801,FR-M21B-40,130.11,7,910.7700000000001
20070801,FR-M21B-42,70.41,64,4506.24
20070801,FR-M21B-44,78.33,82,6423.0599999999995
20070801,FR-M21B-48,94.06,50,4703.0
20070801,FR-M21B-52,119.91,13,1558.83
20070801,FR-M21S-40,90.61,73,6614.53
20070801,FR-M21S-42,79.14,87,6885.18
20070801,FR-M21S-44,95.15,44,4186.6
20070801,FR-M21S-48,92.92,15,1393.8
20070801,FR-M21S-52,77.59,63,4888.17
