DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,MonthNumberOfYear,EnglishMonthName,CalendarQuarter,CalendarYear,FiscalYear
20050409,2005-04-09,7,Saturday,9,4,April,2,2005,2005
20050410,2005-04-10,1,Sunday,10,4,April,2,2005,2005
20050411,2005-04-11,2,Monday,11,4,April,2,2005,2005
20050412,2005-04-12,3,Tuesday,12,4,April,2,2005,2005
20050413,2005-04-13,4,Wednesday,13,4,April,2,2005,2005
20050414,2005-04-14,5,Thursday,14,4,April,2,2005,2005
20050415,2005-04-15,6,Friday,15,4,April,2,2005,2005
20050416,2005-04-16,7,Saturday,16,4,April,2,2005,2005
20050417,2005-04-17,1,Sunday,17,4,April,2,2005,2005
20050418,2005-04-18,2,Monday,18,4,April,2,2005,2005
20050419,2005-04-19,3,Tuesday,19,4,April,2,2005,2005
20050420,2005-04-20,4,Wednesday,20,4,April,2,2005,2005
20050421,2005-04-21,5,Thursday,21,4,April,2,2005,2005
20050422,2005-04-22,6,Friday,22,4,April,2,2005,2005
20050423,2005-04-23,7,Saturday,23,4,April,2,2005,2005
20050424,2005-04-24,1,Sunday,24,4,April,2,2005,2005
20050425,2005-04-25,2,Monday,25,4,April,2,2005,2005
20050426,2005-04-26,3,Tuesday,26,4,April,2,2005,2005
20050427,2005-04-27,4,Wednesday,27,4,April,2,2005,2005
20050428,2005-04-28,5,Thursday,28,4,April,2,2005,2005
20050429,2005-04-29,6,Friday,29,4,April,2,2005,2005
20050430,2005-04-30,7,Saturday,30,4,April,2,2005,2005
20050501,2005-05-01,1,Sunday,1,5,May,2,2005,2005
20050502,2005-05-02,2,Monday,2,5,May,2,2005,2005
20050503,2005-05-03,3,Tuesday,3,5,May,2,2005,2005
20050504,2005-05-04,4,Wednesday,4,5,May,2,2005,2005
20050505,2005-05-05,5,Thursday,5,5,May,2,2005,2005
20050506,2005-05-06,6,Friday,6,5,May,2,2005,2005
20050507,2005-05-07,7,Saturday,7,5,May,2,2005,2005
20050508,2005-05-08,1,Sunday,8,5,May,2,2005,2005
20050509,2005-05-09,2,Monday,9,5,May,2,2005,2005
20050510,2005-05-10,3,Tuesday,10,5,May,2,2005,2005
20050511,2005-05-11,4,Wednesday,11,5,May,2,2005,2005
20050512,2005-05-12,5,Thursday,12,5,May,2,2005,2005
20050513,2005-05-13,6,Friday,13,5,May,2,2005,2005
20050514,2005-05-14,7,Saturday,14,5,May,2,2005,2005
20050515,2005-05-15,1,Sunday,15,5,May,2,2005,2005
20050516,2005-05-16,2,Monday,16,5,May,2,2005,2005
20050517,2005-05-17,3,Tuesday,17,5,May,2,2005,2005
20050518,2005-05-18,4,Wednesday,18,5,May,2,2005,2005
20050519,2005-05-19,5,Thursday,19,5,May,2,2005,2005
20050520,2005-05-20,6,Friday,20,5,May,2,2005,2005
20050521,2005-05-21,7,Saturday,21,5,May,2,2005,2005
20050522,2005-05-22,1,Sunday,22,5,May,2,2005,2005
20050523,2005-05-23,2,Monday,23,5,May,2,2005,2005
20050524,2005-05-24,3,Tuesday,24,5,May,2,2005,2005
20050525,2005-05-25,4,Wednesday,25,5,May,2,2005,2005
20050526,2005-05-26,5,Thursday,26,5,May,2,2005,2005
20050527,2005-05-27,6,Friday,27,5,May,2,2005,2005
20050528,2005-05-28,7,Saturday,28,5,May,2,2005,2005
20050529,2005-05-29,1,Sunday,29,5,May,2,2005,2005
20050530,2005-05-30,2,Monday,30,5,May,2,2005,2005
20050531,2005-05-31,3,Tuesday,31,5,May,2,2005,2005
20050601,2005-06-01,4,Wednesday,1,6,June,2,2005,2005
20050602,2005-06-02,5,Thursday,2,6,June,2,2005,2005
20050603,2005-06-03,6,Friday,3,6,June,2,2005,2005
20050604,2005-06-04,7,Saturday,4,6,June,2,2005,2005
20050605,2005-06-05,1,Sunday,5,6,June,2,2005,2005
20050606,2005-06-06,2,Monday,6,6,June,2,2005,2005
20050607,2005-06-07,3,Tuesday,7,6,June,2,2005,2005
20050608,2005-06-08,4,Wednesday,8,6,June,2,2005,2005
20050609,2005-06-09,5,Thursday,9,6,June,2,2005,2005
20050610,2005-06-10,6,Friday,10,6,June,2,2005,2005
20050611,2005-06-11,7,Saturday,11,6,June,2,2005,2005
20050612,2005-06-12,1,Sunday,12,6,June,2,2005,2005
20050613,2005-06-13,2,Monday,13,6,June,2,2005,2005
20050614,2005-06-14,3,Tuesday,14,6,June,2,2005,2005
20050615,2005-06-15,4,Wednesday,15,6,June,2,2005,2005
20050616,2005-06-16,5,Thursday,16,6,June,2,2005,2005
20050617,2005-06-17,6,Friday,17,6,June,2,2005,2005
20050618,2005-06-18,7,Saturday,18,6,June,2,2005,2005
20050619,2005-06-19,1,Sunday,19,6,June,2,2005,2005
20050620,2005-06-20,2,Monday,20,6,June,2,2005,2005
20050621,2005-06-21,3,Tuesday,21,6,June,2,2005,2005
20050622,2005-06-22,4,Wednesday,22,6,June,2,2005,2005
20050623,2005-06-23,5,Thursday,23,6,June,2,2005,2005
20050624,2005-06-24,6,Friday,24,6,June,2,2005,2005
20050625,2005-06-25,7,Saturday,25,6,June,2,2005,2005
20050626,2005-06-26,1,Sunday,26,6,June,2,2005,2005
20050627,2005-06-27,2,Monday,27,6,June,2,2005,2005
20050628,2005-06-28,3,Tuesday,28,6,June,2,2005,2005
20050629,2005-06-29,4,Wednesday,29,6,June,2,2005,2005
20050630,2005-06-30,5,Thursday,30,6,June,2,2005,2005
20050701,2005-07-01,6,Friday,1,7,July,3,2005,2006
20050702,2005-07-02,7,Saturday,2,7,July,3,2005,2006
20050703,2005-07-03,1,Sunday,3,7,July,3,2005,2006
20050704,2005-07-04,2,Monday,4,7,July,3,2005,2006
20050705,2005-07-05,3,Tuesday,5,7,July,3,2005,2006
20050706,2005-07-06,4,Wednesday,6,7,July,3,2005,2006
20050707,2005-07-07,5,Thursday,7,7,July,3,2005,2006
20050708,2005-07-08,6,Friday,8,7,July,3,2005,2006
20050709,2005-07-09,7,Saturday,9,7,July,3,2005,2006
20050710,2005-07-10,1,Sunday,10,7,July,3,2005,2006
20050711,2005-07-11,2,Monday,11,7,July,3,2005,2006
20050712,2005-07-12,3,Tuesday,12,7,July,3,2005,2006
20050713,2005-07-13,4,Wednesday,13,7,July,3,2005,2006
20050714,2005-07-14,5,Thursday,14,7,July,3,2005,2006
20050715,2005-07-15,6,Friday,15,7,July,3,2005,2006
20050716,2005-07-16,7,Saturday,16,7,July,3,2005,2006
20050717,2005-07-17,1,Sunday,17,7,July,3,2005,2006
20050718,2005-07-18,2,Monday,18,7,July,3,2005,2006
20050719,2005-07-19,3,Tuesday,19,7,July,3,2005,2006
20050720,2005-07-20,4,Wednesday,20,7,July,3,2005,2006
20050721,2005-07-21,5,Thursday,21,7,July,3,2005,2006
20050722,2005-07-22,6,Friday,22,7,July,3,2005,2006
20050723,2005-07-23,7,Saturday,23,7,July,3,2005,2006
20050724,2005-07-24,1,Sunday,24,7,July,3,2005,2006
20050725,2005-07-25,2,Monday,25,7,July,3,2005,2006
20050726,2005-07-26,3,Tuesday,26,7,July,3,2005,2006
20050727,2005-07-27,4,Wednesday,27,7,July,3,2005,2006
20050728,2005-07-28,5,Thursday,28,7,July,3,2005,2006
20050729,2005-07-29,6,Friday,29,7,July,3,2005,2006
20050730,2005-07-30,7,Saturday,30,7,July,3,2005,2006
20050731,2005-07-31,1,Sunday,31,7,July,3,2005,2006
20050801,2005-08-01,2,Monday,1,8,August,3,2005,2006
20050802,2005-08-02,3,Tuesday,2,8,August,3,2005,2006
20050803,2005-08-03,4,Wednesday,3,8,August,3,2005,2006
20050804,2005-08-04,5,Thursday,4,8,August,3,2005,2006
20050805,2005-08-05,6,Friday,5,8,August,3,2005,2006
20050806,2005-08-06,7,Saturday,6,8,August,3,2005,2006
20050807,2005-08-07,1,Sunday,7,8,August,3,2005,2006
20050808,2005-08-08,2,Monday,8,8,August,3,2005,2006
20050809,2005-08-09,3,Tuesday,9,8,August,3,2005,2006
20050810,2005-08-10,4,Wednesday,10,8,August,3,2005,2006
20050811,2005-08-11,5,Thursday,11,8,August,3,2005,2006
20050812,2005-08-12,6,Friday,12,8,August,3,2005,2006
20050813,2005-08-13,7,Saturday,13,8,August,3,2005,2006
20050814,2005-08-14,1,Sunday,14,8,August,3,2005,2006
20050815,2005-08-15,2,Monday,15,8,August,3,2005,2006
20050816,2005-08-16,3,Tuesday,16,8,August,3,2005,2006
20050817,2005-08-17,4,Wednesday,17,8,August,3,2005,2006
20050818,2005-08-18,5,Thursday,18,8,August,3,2005,2006
20050819,2005-08-19,6,Friday,19,8,August,3,2005,2006
20050820,2005-08-20,7,Saturday,20,8,August,3,2005,2006
20050821,2005-08-21,1,Sunday,21,8,August,3,2005,2006
20050822,2005-08-22,2,Monday,22,8,August,3,2005,2006
20050823,2005-08-23,3,Tuesday,23,8,August,3,2005,2006
20050824,2005-08-24,4,Wednesday,24,8,August,3,2005,2006
20050825,2005-08-25,5,Thursday,25,8,August,3,2005,2006
20050826,2005-08-26,6,Friday,26,8,August,3,2005,2006
20050827,2005-08-27,7,Saturday,27,8,August,3,2005,2006
20050828,2005-08-28,1,Sunday,28,8,August,3,2005,2006
20050829,2005-08-29,2,Monday,29,8,August,3,2005,2006
20050830,2005-08-30,3,Tuesday,30,8,August,3,2005,2006
20050831,2005-08-31,4,Wednesday,31,8,August,3,2005,2006
20050901,2005-09-01,5,Thursday,1,9,September,3,2005,2006
20050902,2005-09-02,6,Friday,2,9,September,3,2005,2006
20050903,2005-09-03,7,Saturday,3,9,September,3,2005,2006
20050904,2005-09-04,1,Sunday,4,9,September,3,2005,2006
20050905,2005-09-05,2,Monday,5,9,September,3,2005,2006
20050906,2005-09-06,3,Tuesday,6,9,September,3,2005,2006
20050907,2005-09-07,4,Wednesday,7,9,September,3,2005,2006
20050908,2005-09-08,5,Thursday,8,9,September,3,2005,2006
20050909,2005-09-09,6,Friday,9,9,September,3,2005,2006
20050910,2005-09-10,7,Saturday,10,9,September,3,2005,2006
20050911,2005-09-11,1,Sunday,11,9,September,3,2005,2006
20050912,2005-09-12,2,Monday,12,9,September,3,2005,2006
20050913,2005-09-13,3,Tuesday,13,9,September,3,2005,2006
20050914,2005-09-14,4,Wednesday,14,9,September,3,2005,2006
20050915,2005-09-15,5,Thursday,15,9,September,3,2005,2006
20050916,2005-09-16,6,Friday,16,9,September,3,2005,2006
20050917,2005-09-17,7,Saturday,17,9,September,3,2005,2006
20050918,2005-09-18,1,Sunday,18,9,September,3,2005,2006
20050919,2005-09-19,2,Monday,19,9,September,3,2005,2006
20050920,2005-09-20,3,Tuesday,20,9,September,3,2005,2006
20050921,2005-09-21,4,Wednesday,21,9,September,3,2005,2006
20050922,2005-09-22,5,Thursday,22,9,September,3,2005,2006
20050923,2005-09-23,6,Friday,23,9,September,3,2005,2006
20050924,2005-09-24,7,Saturday,24,9,September,3,2005,2006
20050925,2005-09-25,1,Sunday,25,9,September,3,2005,2006
20050926,2005-09-26,2,Monday,26,9,September,3,2005,2006
20050927,2005-09-27,3,Tuesday,27,9,September,3,2005,2006
20050928,2005-09-28,4,Wednesday,28,9,September,3,2005,2006
20050929,2005-09-29,5,Thursday,29,9,September,3,2005,2006
20050930,2005-09-30,6,Friday,30,9,September,3,2005,2006
20051001,2005-10-01,7,Saturday,1,10,October,4,2005,2006
20051002,2005-10-02,1,Sunday,2,10,October,4,2005,2006
20051003,2005-10-03,2,Monday,3,10,October,4,2005,2006
20051004,2005-10-04,3,Tuesday,4,10,October,4,2005,2006
20051005,2005-10-05,4,Wednesday,5,10,October,4,2005,2006
20051006,2005-10-06,5,Thursday,6,10,October,4,2005,2006
20051007,2005-10-07,6,Friday,7,10,October,4,2005,2006
20051008,2005-10-08,7,Saturday,8,10,October,4,2005,2006
20051009,2005-10-09,1,Sunday,9,10,October,4,2005,2006
20051010,2005-10-10,2,Monday,10,10,October,4,2005,2006
20051011,2005-10-11,3,Tuesday,11,10,October,4,2005,2006
20051012,2005-10-12,4,Wednesday,12,10,October,4,2005,2006
20051013,2005-10-13,5,Thursday,13,10,October,4,2005,2006
20051014,2005-10-14,6,Friday,14,10,October,4,2005,2006
20051015,2005-10-15,7,Saturday,15,10,October,4,2005,2006
20051016,2005-10-16,1,Sunday,16,10,October,4,2005,2006
20051017,2005-10-17,2,Monday,17,10,October,4,2005,2006
20051018,2005-10-18,3,Tuesday,18,10,October,4,2005,2006
20051019,2005-10-19,4,Wednesday,19,10,October,4,2005,2006
20051020,2005-10-20,5,Thursday,20,10,October,4,2005,2006
20051021,2005-10-21,6,Friday,21,10,October,4,2005,2006
20051022,2005-10-22,7,Saturday,22,10,October,4,2005,2006
20051023,2005-10-23,1,Sunday,23,10,October,4,2005,2006
20051024,2005-10-24,2,Monday,24,10,October,4,2005,2006
20051025,2005-10-25,3,Tuesday,25,10,October,4,2005,2006
20051026,2005-10-26,4,Wednesday,26,10,October,4,2005,2006
20051027,2005-10-27,5,Thursday,27,10,October,4,2005,2006
20051028,2005-10-28,6,Friday,28,10,October,4,2005,2006
20051029,2005-10-29,7,Saturday,29,10,October,4,2005,2006
20051030,2005-10-30,1,Sunday,30,10,October,4,2005,2006
20051031,2005-10-31,2,Monday,31,10,October,4,2005,2006
20051101,2005-11-01,3,Tuesday,1,11,November,4,2005,2006
20051102,2005-11-02,4,Wednesday,2,11,November,4,2005,2006
20051103,2005-11-03,5,Thursday,3,11,November,4,2005,2006
20051104,2005-11-04,6,Friday,4,11,November,4,2005,2006
20051105,2005-11-05,7,Saturday,5,11,November,4,2005,2006
20051106,2005-11-06,1,Sunday,6,11,November,4,2005,2006
20051107,2005-11-07,2,Monday,7,11,November,4,2005,2006
20051108,2005-11-08,3,Tuesday,8,11,November,4,2005,2006
20051109,2005-11-09,4,Wednesday,9,11,November,4,2005,2006
20051110,2005-11-10,5,Thursday,10,11,November,4,2005,2006
20051111,2005-11-11,6,Friday,11,11,November,4,2005,2006
20051112,2005-11-12,7,Saturday,12,11,November,4,2005,2006
20051113,2005-11-13,1,Sunday,13,11,November,4,2005,2006
20051114,2005-11-14,2,Monday,14,11,November,4,2005,2006
20051115,2005-11-15,3,Tuesday,15,11,November,4,2005,2006
20051116,2005-11-16,4,Wednesday,16,11,November,4,2005,2006
20051117,2005-11-17,5,Thursday,17,11,November,4,2005,2006
20051118,2005-11-18,6,Friday,18,11,November,4,2005,2006
20051119,2005-11-19,7,Saturday,19,11,November,4,2005,2006
20051120,2005-11-20,1,Sunday,20,11,November,4,2005,2006
20051121,2005-11-21,2,Monday,21,11,November,4,2005,2006
20051122,2005-11-22,3,Tuesday,22,11,November,4,2005,2006
20051123,2005-11-23,4,Wednesday,23,11,November,4,2005,2006
20051124,2005-11-24,5,Thursday,24,11,November,4,2005,2006
20051125,2005-11-25,6,Friday,25,11,November,4,2005,2006
20051126,2005-11-26,7,Saturday,26,11,November,4,2005,2006
20051127,2005-11-27,1,Sunday,27,11,November,4,2005,2006
20051128,2005-11-28,2,Monday,28,11,November,4,2005,2006
20051129,2005-11-29,3,Tuesday,29,11,November,4,2005,2006
20051130,2005-11-30,4,Wednesday,30,11,November,4,2005,2006
20051201,2005-12-01,5,Thursday,1,12,December,4,2005,2006
20051202,2005-12-02,6,Friday,2,12,December,4,2005,2006
20051203,2005-12-03,7,Saturday,3,12,December,4,2005,2006
20051204,2005-12-04,1,Sunday,4,12,December,4,2005,2006
20051205,2005-12-05,2,Monday,5,12,December,4,2005,2006
20051206,2005-12-06,3,Tuesday,6,12,December,4,2005,2006
20051207,2005-12-07,4,Wednesday,7,12,December,4,2005,2006
20051208,2005-12-08,5,Thursday,8,12,December,4,2005,2006
20051209,2005-12-09,6,Friday,9,12,December,4,2005,2006
20051210,2005-12-10,7,Saturday,10,12,December,4,2005,2006
20051211,2005-12-11,1,Sunday,11,12,December,4,2005,2006
20051212,2005-12-12,2,Monday,12,12,December,4,2005,2006
20051213,2005-12-13,3,Tuesday,13,12,December,4,2005,2006
20051214,2005-12-14,4,Wednesday,14,12,December,4,2005,2006
20051215,2005-12-15,5,Thursday,15,12,December,4,2005,2006
20051216,2005-12-16,6,Friday,16,12,December,4,2005,2006
20051217,2005-12-17,7,Saturday,17,12,December,4,2005,2006
20051218,2005-12-18,1,Sunday,18,12,December,4,2005,2006
20051219,2005-12-19,2,Monday,19,12,December,4,2005,2006
20051220,2005-12-20,3,Tuesday,20,12,December,4,2005,2006
20051221,2005-12-21,4,Wednesday,21,12,December,4,2005,2006
20051222,2005-12-22,5,Thursday,22,12,December,4,2005,2006
20051223,2005-12-23,6,Friday,23,12,December,4,2005,2006
20051224,2005-12-24,7,Saturday,24,12,December,4,2005,2006
20051225,2005-12-25,1,Sunday,25,12,December,4,2005,2006
20051226,2005-12-26,2,Monday,26,12,December,4,2005,2006
20051227,2005-12-27,3,Tuesday,27,12,December,4,2005,2006
20051228,2005-12-28,4,Wednesday,28,12,December,4,2005,2006
20051229,2005-12-29,5,Thursday,29,12,December,4,2005,2006
20051230,2005-12-30,6,Friday,30,12,December,4,2005,2006
20051231,2005-12-31,7,Saturday,31,12,December,4,2005,2006
20060101,2006-01-01,1,Sunday,1,1,January,1,2006,2006
20060102,2006-01-02,2,Monday,2,1,January,1,2006,2006
20060103,2006-01-03,3,Tuesday,3,1,January,1,2006,2006
20060104,2006-01-04,4,Wednesday,4,1,January,1,2006,2006
20060105,2006-01-05,5,Thursday,5,1,January,1,2006,2006
20060106,2006-01-06,6,Friday,6,1,January,1,2006,2006
20060107,2006-01-07,7,Saturday,7,1,January,1,2006,2006
20060108,2006-01-08,1,Sunday,8,1,January,1,2006,2006
20060109,2006-01-09,2,Monday,9,1,January,1,2006,2006
20060110,2006-01-10,3,Tuesday,10,1,January,1,2006,2006
20060111,2006-01-11,4,Wednesday,11,1,January,1,2006,2006
20060112,2006-01-12,5,Thursday,12,1,January,1,2006,2006
20060113,2006-01-13,6,Friday,13,1,January,1,2006,2006
20060114,2006-01-14,7,Saturday,14,1,January,1,2006,2006
20060115,2006-01-15,1,Sunday,15,1,January,1,2006,2006
20060116,2006-01-16,2,Monday,16,1,January,1,2006,2006
20060117,2006-01-17,3,Tuesday,17,1,January,1,2006,2006
20060118,2006-01-18,4,Wednesday,18,1,January,1,2006,2006
20060119,2006-01-19,5,Thursday,19,1,January,1,2006,2006
20060120,2006-01-20,6,Friday,20,1,January,1,2006,2006
20060121,2006-01-21,7,Saturday,21,1,January,1,2006,2006
20060122,2006-01-22,1,Sunday,22,1,January,1,2006,2006
20060123,2006-01-23,2,Monday,23,1,January,1,2006,2006
20060124,2006-01-24,3,Tuesday,24,1,January,1,2006,2006
20060125,2006-01-25,4,Wednesday,25,1,January,1,2006,2006
20060126,2006-01-26,5,Thursday,26,1,January,1,2006,2006
20060127,2006-01-27,6,Friday,27,1,January,1,2006,2006
20060128,2006-01-28,7,Saturday,28,1,January,1,2006,2006
20060129,2006-01-29,1,Sunday,29,1,January,1,2006,2006
20060130,2006-01-30,2,Monday,30,1,January,1,2006,2006
20060131,2006-01-31,3,Tuesday,31,1,January,1,2006,2006
20060201,2006-02-01,4,Wednesday,1,2,February,1,2006,2006
20060202,2006-02-02,5,Thursday,2,2,February,1,2006,2006
20060203,2006-02-03,6,Friday,3,2,February,1,2006,2006
20060204,2006-02-04,7,Saturday,4,2,February,1,2006,2006
20060205,2006-02-05,1,Sunday,5,2,February,1,2006,2006
20060206,2006-02-06,2,Monday,6,2,February,1,2006,2006
20060207,2006-02-07,3,Tuesday,7,2,February,1,2006,2006
20060208,2006-02-08,4,Wednesday,8,2,February,1,2006,2006
20060209,2006-02-09,5,Thursday,9,2,February,1,2006,2006
20060210,2006-02-10,6,Friday,10,2,February,1,2006,2006
20060211,2006-02-11,7,Saturday,11,2,February,1,2006,2006
20060212,2006-02-12,1,Sunday,12,2,February,1,2006,2006
20060213,2006-02-13,2,Monday,13,2,February,1,2006,2006
20060214,2006-02-14,3,Tuesday,14,2,February,1,2006,2006
20060215,2006-02-15,4,Wednesday,15,2,February,1,2006,2006
20060216,2006-02-16,5,Thursday,16,2,February,1,2006,2006
20060217,2006-02-17,6,Friday,17,2,February,1,2006,2006
20060218,2006-02-18,7,Saturday,18,2,February,1,2006,2006
20060219,2006-02-19,1,Sunday,19,2,February,1,2006,2006
20060220,2006-02-20,2,Monday,20,2,February,1,2006,2006
20060221,2006-02-21,3,Tuesday,21,2,February,1,2006,2006
20060222,2006-02-22,4,Wednesday,22,2,February,1,2006,2006
20060223,2006-02-23,5,Thursday,23,2,February,1,2006,2006
20060224,2006-02-24,6,Friday,24,2,February,1,2006,2006
20060225,2006-02-25,7,Saturday,25,2,February,1,2006,2006
20060226,2006-02-26,1,Sunday,26,2,February,1,2006,2006
20060227,2006-02-27,2,Monday,27,2,February,1,2006,2006
20060228,2006-02-28,3,Tuesday,28,2,February,1,2006,2006
20060301,2006-03-01,4,Wednesday,1,3,March,1,2006,2006
20060302,2006-03-02,5,Thursday,2,3,March,1,2006,2006
20060303,2006-03-03,6,Friday,3,3,March,1,2006,2006
20060304,2006-03-04,7,Saturday,4,3,March,1,2006,2006
20060305,2006-03-05,1,Sunday,5,3,March,1,2006,2006
20060306,2006-03-06,2,Monday,6,3,March,1,2006,2006
20060307,2006-03-07,3,Tuesday,7,3,March,1,2006,2006
